placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
zzz-222@5sb-d2t-fxq,sg:1f92eeb95846475189fdf6c5b323b9c8,,,Roosevelt Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.075051,-87.813288,2239 Fir St,Glenview,IL,60025,US,NA,"{ """"Mon"""": [[""""10:00"""", """"19:00""""]], """"Tue"""": [[""""10:00"""", """"19:00""""]], """"Wed"""": [[""""10:00"""", """"19:00""""]], """"Thu"""": [[""""10:00"""", """"19:00""""]], """"Fri"""": [[""""10:00"""", """"19:00""""]], """"Sat"""": [[""""10:00"""", """"19:00""""]], """"Sun"""": [[""""10:00"""", """"19:00""""]] }",,,NA,,2019-07
zzz-222@5pj-5zn-g8v,sg:220470ac3e1145ed987abd79ee4da829,,,Woodrow Wilson Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.840523,-90.096053,Delmar Ave,Hartford,IL,62048,US,NA,,,,NA,,2019-07
zzz-222@5sb-cyy-4jv,sg:3dcb75b31ea549eea7ddd40fe19603a5,,,Oasis Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.252042,-87.904617,Oasis Park,Mettawa,IL,60045,US,NA,,,,NA,,2019-07
zzz-222@5sb-8bc-g6k,sg:a323486025d04555b82636376111228b,,,Buffalo Creek Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.178471,-88.000694,McHenry Rd,Long Grove,IL,60047,US,NA,,,,NA,,2019-07
zzw-222@5pv-yxv-g8v,sg:a6dc2161c646439ca0a8d53bbab38835,,,Munson Beach,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.71083,-87.528208,Munson Beach,Hammond,IL,46320,US,NA,,,,NA,,2019-07
zzw-222@5sb-8hp-kfz,sg:d867855ed0da4742aead6057a396919f,zzy-222@5sb-8hp-kfz,sg:c5f97b178fe24373916f45d86aa5b814,Rolling Knolls Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.035855,-88.230474,11N260 Rohrssen Rd,Elgin,IL,60120,US,NA,,,,NA,,2019-07
zzz-222@5sb-823-g49,sg:2d32b7d5a456476cba53d6e6b4c54559,,,Elm Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.895873,-88.295064,Elm Avenue,Geneva,IL,60134,US,NA,,,,NA,,2019-07
zzz-222@5q2-bsj-s89,sg:8181025717d74cd8aae4a9748ea0bf28,,,Johnson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.91407,-91.385149,1901 Harrison St,Quincy,IL,62301,US,NA,,,,NA,,2019-07
zzz-222@5pw-2c5-s89,sg:d0c1b935aef34911b34b0c25ea2cf758,,,Oaks At Van Horn,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.566521,-88.183991,Oaks At Van Horn,Joliet,IL,60586,US,NA,,,,NA,,2019-07
zzz-222@5sb-88h-jjv,sg:15a986b19647457c99c7686119957dca,,,Brichwood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.095371,-88.049079,155 W. Illinois Avenue,Palatine,IL,60067,US,NA,"{ """"Mon"""": [[""""6:00"""", """"20:00""""]], """"Tue"""": [[""""6:00"""", """"20:00""""]], """"Wed"""": [[""""6:00"""", """"20:00""""]], """"Thu"""": [[""""6:00"""", """"20:00""""]], """"Fri"""": [[""""6:00"""", """"20:00""""]], """"Sat"""": [[""""8:30"""", """"14:00""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pw-68h-q75,sg:2f2c8f2d63a04c4b9a1966089772088e,,,Latoria Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.923642,-87.854642,4105 Prairie Ave,Franklin Park,IL,60176,US,NA,,,,NA,,2019-07
zzz-222@5sb-6yj-59f,sg:39cc313af86b4c0a81269523b58e1f8b,,,Hoffman Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.204955,-88.273342,Hoffman Park,Lake in the Hills,IL,60013,US,NA,,,,NA,,2019-07
zzz-222@5sb-7g2-hh5,sg:6e42f256f8d44f05a26548602792673d,,,Volo Bog,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.349366,-88.186614,Volo Bog,Volo,IL,60041,US,18153441294,,,,NA,,2019-07
zzz-222@5pw-5zj-g49,sg:1d67c9d3d36f490b82deb37c5dc7cfc6,,,Adams George and Adele,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.917017,-87.655084,1919 N Seminary Ave,Chicago,IL,60614,US,13127427787,,,,NA,,2019-07
zzz-222@5pw-6sm-dn5,sg:f7173a3fdd9e47da96b33f5947c3d3eb,,,Forest Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.080436,-87.721383,1848 Forest Ave,Wilmette,IL,60091,US,NA,,,,NA,,2019-07
zzz-222@5sb-6x6-qvf,sg:4c015b51f7e54b62990bdfd06017c516,,,Lyons Prairie And Marsh,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.230257,-88.190358,Lyons Prairie And Marsh,Lake Barrington,IL,60013,US,NA,,,,NA,,2019-07
zzz-222@5pv-wxh-kzz,sg:82fe84708fb14e48a5a5afa6c5e2415e,,,Forest Preserve Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.039371,-88.572412,N Market St,Monticello,IL,61856,US,NA,,,,NA,,2019-07
228-222@5sb-crv-yy9,sg:ea2654a0882c4bc9958fde439dea24dd,,,South Park Int,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.358097,-87.838907,102 S Park Ave,Waukegan,IL,60085,US,NA,"{ """"Mon"""": [[""""6:00"""", """"21:00""""]], """"Tue"""": [[""""6:00"""", """"21:00""""]], """"Wed"""": [[""""6:00"""", """"21:00""""]], """"Thu"""": [[""""6:00"""", """"21:00""""]], """"Fri"""": [[""""6:00"""", """"21:00""""]], """"Sat"""": [[""""6:00"""", """"21:00""""]], """"Sun"""": [[""""6:00"""", """"21:00""""]] }",,,NA,,2019-07
zzz-222@5pw-699-mx5,sg:a38027e0a8b94c95b5a68be395630f28,,,Brands,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.941416,-87.698982,3285 N Elston Ave,Chicago,IL,60618,US,NA,,,,NA,,2019-07
zzz-222@5pj-5vq-59f,sg:a740d33af9354597a2e24f167d3a0cd3,,,Meadow Dr Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.73672,-89.888423,302 Meadow Dr,Troy,IL,62294,US,NA,,,,NA,,2019-07
zzz-222@5pw-npt-9mk,sg:c06a5d32f4224faba85a4d6b5db00479,,,Waa Kee Sha Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.634315,-88.350331,Waa Kee Sha Park,Oswego,IL,60543,US,NA,,,,NA,,2019-07
zzz-222@5sb-cyp-kj9,sg:e038950fd1b243f7895ba665d5a85e4b,,,Libertyville Township Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.293866,-87.960021,Libertyville Township Park,Libertyville,IL,60048,US,NA,,,,NA,,2019-07
zzz-222@5sb-8bb-wzf,sg:2ff736eeec354c5ca92fc4b34f17ee4d,,,Osage Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.149899,-88.021865,2076 N Old Hicks Rd,Palatine,IL,60074,US,NA,,,,NA,,2019-07
zzz-222@5pw-699-dvz,sg:50a4fc11ba3f47b099e066492a795bc8,,,Wood Elizabeth,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.934673,-87.683532,2914 N Leavitt St,Chicago,IL,60618,US,NA,,,,NA,,2019-07
zzz-222@5sb-7xs-p9z,sg:07efa89a17024bce8fc2b3f1d3bcc90e,,,Hoffman Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.833882,-88.044287,Hoffman Park,Lombard,IL,60148,US,NA,,,,NA,,2019-07
zzz-222@5sb-d34-skf,sg:32f27ec527714517bb68a19015e3eb5c,,,Heritage Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.137412,-87.924252,100 Community Blvd,Wheeling,IL,60090,US,NA,"{ """"Mon"""": [[""""5:00"""", """"22:00""""]], """"Tue"""": [[""""5:00"""", """"22:00""""]], """"Wed"""": [[""""5:00"""", """"22:00""""]], """"Thu"""": [[""""5:00"""", """"22:00""""]], """"Fri"""": [[""""5:00"""", """"21:00""""]], """"Sat"""": [[""""6:00"""", """"19:00""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pv-fw7-bff,sg:9385ecfa4255470ea1aaf77e54b120a0,,,Sportsmans Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.804449,-88.899118,3415 E Lost Bridge Rd,Decatur,IL,62521,US,NA,,,,NA,,2019-07
zzz-222@5sb-crn-n89,sg:d39bcb73de6f450091b215770457c3fd,,,City Of North Chicago Open Space,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.33054,-87.863231,Kennedy Dr,North Chicago,IL,60064,US,NA,,,,NA,,2019-07
zzz-222@5py-tkj-hkf,sg:f33c446c71594449b74d15e13f3dce99,,,Washington Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.012057,-87.745639,N Robbs & Condit St,Robinson,IL,62454,US,NA,,,,NA,,2019-07
zzw-222@5pv-f3p-whq,sg:48181ae4dbf741faa2956a8ca45b4a49,,,Dry Grove Twp Nature Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.546891,-89.054863,3210 W Northtown Rd,Normal,IL,61761,US,13098884650,,,,NA,,2019-07
zzz-222@5sb-77x-j7q,sg:48e7c41cefff4899a79b5bc80883b3d8,,,Falcon Ridge Nature Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.17137,-88.324113,Oakleaf Rd S Huntington Dr N,Algonquin,IL,60102,US,NA,,,,NA,,2019-07
zzz-222@5sb-cyp-x5z,sg:677020c91b1d465da203904e15bab484,,,Bolander Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.293577,-87.961896,Bolander Park,Libertyville,IL,60048,US,NA,,,,NA,,2019-07
zzy-222@5pw-5zq-2ff,sg:191bde6f90ba4e8caf82cf01ca05a96d,,,Warner Park and Gardens,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.957324,-87.666166,1444 W Warner Ave,Chicago,IL,60613,US,NA,,,,NA,,2019-07
zzz-222@5sb-6sp-qs5,sg:cffc32f713e54e1e852efed31f9e25e5,,,Boone Creek Conservation Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.330013,-88.370784,Boone Creek Conservation Area,Bull Valley,IL,60098,US,NA,,,,NA,,2019-07
zzz-222@5pw-2mx-p7q,sg:dd3f6d851fce4f23959565ce14f28ac3,,,Twain,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.798604,-87.759731,Twain,Chicago,IL,60638,US,NA,,,,NA,,2019-07
zzz-222@5sb-86c-gx5,sg:6f95dfa290ad4088b1a83150449986bf,,,Carol Acres,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.760609,-88.198931,787 Fort Hill Dr,Naperville,IL,60540,US,NA,,,,NA,,2019-07
zzz-222@5q2-tyv-nqz,sg:7ad35439fb64441c98e1382198c7bf28,,,Mckinley Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.2356,-89.919744,Roosevelt Ave & S Vine St,Kewanee,IL,61443,US,NA,,,,NA,,2019-07
zzz-222@5pv-mwr-kj9,sg:e576024cb4ba4828b6032489e5ebc5c4,,,Schupp Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.789436,-89.356396,S Morgan St & E Walnut St,Metamora,IL,61548,US,NA,,,,NA,,2019-07
zzz-222@5pv-mp3-t35,sg:f02c78d9e0434f39a92a847150c3dcde,,,Fort Crevecoeur Picnic Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.644393,-89.60676,301 Lawnridge Dr,Creve Coeur,IL,61610,US,13096943193,,,,NA,,2019-07
zzz-222@5sb-d3x-ht9,sg:ff36278af58b40198df8e6c240a13780,,,Moraine Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.197883,-87.796815,Moraine Park,Highland Park,IL,60035,US,18475793130,,,,NA,,2019-07
zzz-222@5q2-vr4-rc5,sg:030368291cd44ae7bcdf84d23807bc63,,,Shore Acres Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.904509,-89.491145,100 Park Blvd,Chillicothe,IL,61523,US,NA,,,,NA,,2019-07
zzz-222@5pw-23m-ct9,sg:051910dde9134d3390fc2ffebbdd6d3b,,,Village Square Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.611851,-87.841002,9030 Windsor Dr,Orland Park,IL,60462,US,NA,,,,NA,,2019-07
zzz-222@5sb-7st-cwk,sg:1234214226a94532aabc72e285906b2a,,,Happy Trails Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.957825,-88.217986,1451 Woodland Hills D,Bartlett,IL,60103,US,NA,,,,NA,,2019-07
zzz-222@5pv-khy-f2k,sg:4405f78672d847eca01540249f081e0d,,,River Bend Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.182154,-88.426759,W Riverbend Dr,Mahomet,IL,61853,US,NA,,,,NA,,2019-07
zzz-222@5pw-nms-wx5,sg:46eb66056af746768fc2d52c593b33fc,,,Riverfront Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.642397,-88.444261,131 E Hydraulic St,Yorkville,IL,60560,US,NA,,,,NA,,2019-07
zzz-222@5pw-2vq-v2k,sg:8b260e351fa64be8a1deeafb726d42a4,,,Kruml Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.785495,-87.963101,Western Avenue,Clarendon Hills,IL,60514,US,NA,,,,NA,,2019-07
zzz-222@5pw-6fm-ht9,sg:948b03c6638245449c777ed61332999e,,,Pickard,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.852306,-87.683569,Pickard,Chicago,IL,60608,US,NA,,,,NA,,2019-07
zzz-222@5pw-6r5-ysq,sg:bb38660c2e604ddc8f8341ffdfe9e280,,,Diederich Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.057017,-87.795668,Diederich Park,Golf,IL,60029,US,NA,,,,NA,,2019-07
zzz-222@5sb-86q-w8v,sg:035fc4faf09c4cb8b5ce38de769330d5,,,Manchester Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.866771,-88.122352,1000 Manchester Rd,Wheaton,IL,60187,US,NA,,,,NA,,2019-07
zzy-222@5sb-88r-mkz,sg:28014d867ad44d3eb98cd80c66698c3b,,,Community Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.125632,-88.074123,10 West NW Hwy,Palatine,IL,60067,US,NA,,,,NA,,2019-07
zzz-222@5sb-7x7-fs5,sg:393a049012e440bdbfa43d2a1dde1d82,,,Willowbrook County Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.842398,-88.060586,2S525 Park Blvd,Glen Ellyn,IL,60137,US,NA,,,,NA,,2019-07
zzz-222@5sb-d2j-pd9,sg:487dde93e3ab4ca1b0d8242c0d3f64f9,,,Jaycee Park Deerfield,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.171849,-87.868305,1026 Wilmot Rd,Deerfield,IL,60015,US,NA,"{ """"Mon"""": [[""""6:30"""", """"21:00""""]], """"Tue"""": [[""""6:30"""", """"21:00""""]], """"Wed"""": [[""""6:30"""", """"21:00""""]], """"Thu"""": [[""""6:30"""", """"21:00""""]], """"Fri"""": [[""""6:30"""", """"21:00""""]], """"Sat"""": [[""""6:30"""", """"21:00""""]], """"Sun"""": [[""""6:30"""", """"21:00""""]] }",,,NA,,2019-07
zzz-222@5sb-d4x-m6k,sg:66c183c9cbb1487587ce0ca50f23f494,,,Bicentennial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.183851,-87.901162,Bicentennial Park,Lincolnshire,IL,60069,US,NA,,,,NA,,2019-07
zzz-222@5pw-p6y-2zf,sg:db703a34ef1a40deaabe2223d242ea33,,,Blackberry Maples Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.839173,-88.457456,Blackberry Maples Forest Preserve,Elburn,IL,60119,US,NA,,,,NA,,2019-07
zzz-222@5pw-28z-8n5,sg:0fd8ad3e17dd4cbfacdaae8f467ad773,,,Winnebago Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.491899,-87.696279,Unknown,Flossmoor,IL,60422,US,NA,,,,NA,,2019-07
zzz-222@5sb-88w-fmk,sg:92cdf6234367454484721fdd80ea341f,,,Waverly Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.064854,-88.009114,Unknown,Rolling Meadows,IL,60008,US,NA,,,,NA,,2019-07
zzz-222@5pw-67g-x5z,sg:a5ce6660e6674d4392c3df5f480397a0,,,Rehm Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.870636,-87.787702,515 Garfield St,Oak Park,IL,60304,US,17088482929,,,,NA,,2019-07
zzz-222@5pw-69b-wtv,sg:ac8de7dee52446dfb3225582952bc373,,,Schurz Hs,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.946809,-87.735824,Schurz Hs,Chicago,IL,60641,US,NA,,,,NA,,2019-07
zzz-222@5pw-p52-649,sg:f07cd69562204b24b9b00e6e5662dcd5,,,Cherry Hill Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.761455,-88.382267,Cherry Hill Park,Aurora,IL,60506,US,NA,,,,NA,,2019-07
zzz-222@5sb-6y7-k75,sg:f37bfb94ff504177acf7ba08765121b8,,,Fox Bluff,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.191896,-88.263343,Fox Bluff,Cary,IL,60013,US,NA,,,,NA,,2019-07
zzz-222@5pw-ntx-yqf,sg:481ef51408d94f6e97cb2b7687b3aab1,,,Grove Estates Greenway,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.619021,-88.349424,Grove Estates Greenway,Oswego,IL,60543,US,NA,,,,NA,,2019-07
zzz-222@5sb-877-jjv,sg:6a918a8ebfe94135a4adb286b005b2fc,,,Tate Woods Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.80674,-88.090029,Tate Woods Park,Lisle,IL,60532,US,NA,,,,NA,,2019-07
zzz-222@5pw-2kd-mrk,sg:ddbb5f43e66c49529b1dc3063aa9de8b,,,Gale Moore Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.693434,-87.795079,Unknown,Worth,IL,60482,US,NA,,,,NA,,2019-07
zzz-222@5pv-prf-f75,sg:33a905fd2bb847d48b357fe0c64e131c,,,North Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.499571,-88.180962,Vine Ave,Charleston,IL,61920,US,NA,,,,NA,,2019-07
zzz-222@5pw-25f-s5z,sg:3e0084c0722a42c6a004e2303453afc5,,,Siemsen Meadows,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.590626,-87.798505,7200 167th Street,Tinley Park,IL,60477,US,NA,,,,NA,,2019-07
zzz-222@5sb-7s7-ch5,sg:a981fac46fbc42d59d5aceb95c6e4a9a,,,Pheasant Ridge Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.922875,-88.083682,150 Placid Ave,Glendale Heights,IL,60139,US,NA,,,,NA,,2019-07
zzz-222@5sb-8rm-s5z,sg:c66b410527e04e6a8b46d65729ceda11,,,Aberdeen Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.326225,-88.913997,1343 Orth Rd,Caledonia,IL,61011,US,NA,,,,NA,,2019-07
zzz-222@5pv-mnq-z4v,sg:ee11492170aa47229e525215a77464b5,,,Proctor Recreation Center,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.685649,-89.617461,309 S Dusable St,Peoria,IL,61605,US,NA,,,,NA,,2019-07
zzz-222@5sb-dgm-jgk,sg:42011e55099743e38ca82fb53157fb5e,,,Henry Pfau Callahan Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.408109,-87.867795,Henry Pfau Callahan Park,Waukegan,IL,60087,US,NA,,,,NA,,2019-07
zzz-222@5sb-crn-kzz,sg:4327e78f4e5f49329ccc189d5514e050,,,Cole Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.332199,-87.860954,14th Street & Renken Ave.,North Chicago,IL,60064,US,NA,,,,NA,,2019-07
zzz-222@5sb-7wf-zcq,sg:c02f827cc59b4b7f80bf91a43ebf5574,,,Cortesi VeteranS Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.886845,-87.970443,320 E Kenilworth Ave,Villa Park,IL,60181,US,NA,,,,NA,,2019-07
zzz-222@5sb-cz8-b8v,sg:cb56d2d7bc2143498bd0d4ae06a02acc,,,Old School Road Open Space,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.261032,-87.935231,Old School Road Open Space,Mettawa,IL,60048,US,NA,,,,NA,,2019-07
zzz-222@5pw-2wd-qfz,sg:fdb715317c1c46b58bb6a5837ad5561b,,,Castaldo Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.758606,-88.058848,Castaldo Park,Woodridge,IL,60517,US,NA,,,,NA,,2019-07
